Número;Gis_X;Gis_Y;Fecha de Alta;Distrito;Barrio;Calle;Nº Finca;Tipo de Reserva;Línea / Batería;Número de Plazas;Longitud Reserva;Texto_Cajetines;Longitud;Latitud
05.44;442591,4100000000;4478749,6600000000;22-10-2051;05  CHAMARTÍN;05-04 HISPANOAMÉRICA;PRINCIPE DE VERGARA, CALLE, DEL;267;Taxi;Línea;4;22,4;;-3.6770862850;40.4574303780
05.46;443238,2300000000;4476899,3500000000;05-10-2051;05  CHAMARTÍN;05-02 PROSPERIDAD;AMERICA, AVENIDA, DE;43;Taxi;Línea;4;20;;-3.6692926270;40.4408070390
05.47 a;442598,0300000000;4476602,0600000000;02-01-2051;05  CHAMARTÍN;05-02 PROSPERIDAD;AMERICA, AVENIDA, DE;9 A;Taxi;Línea;22;85,5;SUPLEMENTO DE TARIFA AUTORIZADO SALIDA DE ESTACIÓN;-3.6768140160;40.4380848600
05.47 b;442641,5100000000;4476638,3000000000;02-01-2051;05  CHAMARTÍN;05-02 PROSPERIDAD;AMERICA, AVENIDA, DE;13;Taxi;Línea;3;16;SUPLEMENTO DE TARIFA AUTORIZADO SALIDA DE ESTACIÓN;-3.6763047140;40.4384136230
05.48;441609,9800000000;4479765,4400000000;06-04-2051;05  CHAMARTÍN;05-06 CASTILLA;CASTILLA, PLAZA, DE;8;Taxi;Línea;3;15;;-3.6887539980;40.4665130200
05.49;441851,3000000000;4480877,9205100000;09-06-2051;05  CHAMARTÍN;05-06 CASTILLA;MANUEL CALDEIRO, CALLE, DE;Fte 1;Taxi;Batería;5;15;;-3.6860097590;40.4765514700
05.50;441557,1600000000;4479645,0500000000;30-11-2051;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;CASTILLA, PLAZA, DE;9;Taxi;Línea;6;33;;-3.6893659170;40.4654246870
05.51;443677,2800000000;4478565,5800000000;21-09-2051;05  CHAMARTÍN;05-04 HISPANOAMÉRICA;EUCALIPTO, CALLE, DEL;31;Taxi;Línea;3;16,5;;-3.6642637760;40.4558468380
05.52;441578,6700000000;4479312,6300000000;15-03-2051;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;CASTELLANA, PASEO, DE LA;200;Taxi;Línea;4;19,6;;-3.6890816150;40.4624314410
05.53;442486,6205100000;4477633,6700000000;29-09-2051;05  CHAMARTÍN;05-01 EL VISO;PRINCIPE DE VERGARA, CALLE, DEL;187;Taxi;Línea;4;19,9;;-3.6782210280;40.4473700990
05.54;441832,2900000000;4478898,1700000000;01-01-2051;05  CHAMARTÍN;05-04 HISPANOAMÉRICA;ALBERTO ALCOCER, AVENIDA, DE;12 B;Taxi;Línea;8;40,4;;-3.6860523870;40.4587156950
05.55;442762,4800000000;4477246,8600000000;15-09-2051;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;SUERO DE QUIÑONES, CALLE, DE;S/N;Taxi;Línea;4;20,5;;-3.6749332820;40.4439047930
06.05;441502,2700000000;4479718,3900000000;18-02-2051;06  TETUÁN;06-04 ALMENARA;BRAVO MURILLO, CALLE, DE;379;Taxi;Línea;5;25,1;;-3.6900205160;40.4660815830
06.06 a;441349,8700000000;4477652,2051000000;06-11-2051;06  TETUÁN;06-02 CUATRO CAMINOS;CASTELLANA, PASEO, DE LA;69;Taxi;Línea;10;50,8;;-3.6916266940;40.4474576470
06.06 b;441353,7205100000;4477698,4900000000;29-01-2051;06  TETUÁN;06-02 CUATRO CAMINOS;CASTELLANA, PASEO, DE LA;S/N;Taxi;Línea;10;59;Lunes a Viernes;-3.6915856130;40.4478745310
06.07;440796,6500000000;4478011,1205100000;01-01-2051;06  TETUÁN;06-02 CUATRO CAMINOS;AVIADOR ZORITA, CALLE, DEL;38;Taxi;Línea;7;35;;-3.6981835080;40.4506518290
06.09;441339,3900000000;4479170,9205100000;01-01-2051;06  TETUÁN;06-03 CASTILLEJOS;POETA JOAN MARAGALL, CALLE, DEL;46;Taxi;Línea;12;60;;-3.6918905980;40.4611379310
06.10;441226,8300000000;4477617,6300000000;21-09-2051;06  TETUÁN;06-02 CUATRO CAMINOS;CASTELLANA, PASEO, DE LA;73;Taxi;Línea;15;75;;-3.6930743290;40.4471372490
06.11;441114,1700000000;4478886,4300000000;01-01-2051;06  TETUÁN;06-03 CASTILLEJOS;ORENSE, CALLE, DE;69;Taxi;Línea;3;15;;-3.6945204740;40.4585590480
06.12;441108,8700000000;4478060,3700000000;03-03-2051;06  TETUÁN;06-02 CUATRO CAMINOS;CARLOS TRIAS BERTRAN, PLAZA, DE;8;Taxi;Línea;4;19;;-3.6945063220;40.4511177010
06.13 a;441021,4600000000;4477730,0700000000;01-07-2051;06  TETUÁN;06-02 CUATRO CAMINOS;ORENSE, CALLE, DE;11;Taxi;Línea;2;10;;-3.6955064770;40.4481361440
06.13 b;441022,8400000000;4477750,0205100000;01-07-2051;06  TETUÁN;06-02 CUATRO CAMINOS;ORENSE, CALLE, DE;11;Taxi;Línea;4;20;;-3.6954920390;40.4483153080
06.13 c;441024,4100000000;4477770,7600000000;28-01-2051;06  TETUÁN;06-02 CUATRO CAMINOS;ORENSE, CALLE, DE;13;Taxi;Línea;4;20;Laborables de 9 a 14 h.;-3.6954754230;40.4485026070
06.15;441125,5300000000;4478514,1600000000;01-01-2051;06  TETUÁN;06-02 CUATRO CAMINOS;PEDRO TEIXEIRA, CALLE, DE;5;Taxi;Batería;4;10;;-3.6943520250;40.4552068440
06.16;441383,5000000000;4478062,4900000000;05-02-2051;06  TETUÁN;06-02 CUATRO CAMINOS;CASTELLANA, PASEO, DE LA;S/N;Taxi;Línea;9;40;;-3.6912680790;40.4511564330
06.17 a;441335,0700000000;4478162,4000000000;01-07-2051;06  TETUÁN;06-02 CUATRO CAMINOS;GENERAL PERON, AVENIDA, DEL;S/N;Taxi;Línea;9;47,8;;-3.6918483710;40.4520525970
06.17 b;441287,6800000000;4478166,2900000000;25-05-2051;06  TETUÁN;06-02 CUATRO CAMINOS;GENERAL PERON, AVENIDA, DEL;S/N;Taxi;Línea;6;31,1;;-3.6924076930;40.4520841670
06.17 c;441258,1600000000;4478168,7800000000;28-01-2051;06  TETUÁN;06-02 CUATRO CAMINOS;GENERAL PERON, AVENIDA, DEL;S/N;Taxi;Línea;2;13,2;;-3.6927559360;40.4521043920
06.17 d;441200,8000000000;4478173,4300000000;29-01-2051;06  TETUÁN;06-02 CUATRO CAMINOS;GENERAL PERON, AVENIDA, DEL;36;Taxi;Línea;7;36,4;Lunes a Viernes;-3.6934328290;40.4521426080
06.19;439933,2051000000;4478276,4000000000;23-04-2051;06  TETUÁN;06-01 BELLAS VISTAS;JERONIMA LLORENTE, CALLE, DE;69;Taxi;Línea;3;13;;-3.7083905220;40.4529797000
06.24;440784,2100000000;4478826,7300000000;21-03-2051;06  TETUÁN;06-03 CASTILLEJOS;HUESCA, CALLE, DE;21;Taxi;Línea;2;8,6;DE LUNES A VIERNES LABORABLES DE 8.00 A 20.00 H;-3.6984063310;40.4579981220
06.26 a;441048,0000000000;4478065,4000000000;28-01-2051;06  TETUÁN;06-02 CUATRO CAMINOS;ORENSE, CALLE, DE;25;Taxi;Línea;2;11,2;;-3.6952245820;40.4511588970
06.26 b;441049,3400000000;4478081,0000000000;28-01-2051;06  TETUÁN;06-02 CUATRO CAMINOS;ORENSE, CALLE, DE;25;Taxi;Línea;4;20;LABORABLES DE 9 a 14;-3.6952103160;40.4512996150
06.30;441006,9600000000;4477585,6400000000;05-02-2051;06  TETUÁN;06-02 CUATRO CAMINOS;ORENSE, CALLE, DE;1;Taxi;Línea;5;25,1;;-3.6956639840;40.4468338110
06.31;439836,0000000000;4477889,8400000000;29-01-2051;06  TETUÁN;06-01 BELLAS VISTAS;ALMANSA, CALLE, DE;68;Taxi;Línea;1;5,1;;-3.7095001120;40.4494901570
06.32;441368,8100000000;4479571,6600000000;16-05-2051;06  TETUÁN;06-03 CASTILLEJOS;POETA JOAN MARAGALL, CALLE, DEL;59;Taxi;Batería;3;7,8;;-3.6915806280;40.4647499140
06.34;441436,0700000000;4478912,1300000000;01-06-2051;06  TETUÁN;06-03 CASTILLEJOS;CASTELLANA, PASEO, DE LA;133;Taxi;Batería;6;17,5;;-3.6907265200;40.4588141860
06.35;441368,8300000000;4477882,9400000000;05-02-2051;06  TETUÁN;06-02 CUATRO CAMINOS;CASTELLANA, PASEO, DE LA;S/N;Taxi;Línea;10;44,1;Lunes a viernes;-3.6914244400;40.4495375410
06.36;441050,6300000000;4477845,4300000000;29-01-2051;06  TETUÁN;06-02 CUATRO CAMINOS;ORENSE, CALLE, DE;12;Taxi;Línea;5;23,7;;-3.6951731880;40.4491772650
06.37;441149,3900000000;4479034,8500000000;06-02-2051;06  TETUÁN;06-03 CASTILLEJOS;ORENSE, CALLE, DE;60;Taxi;Batería;5;12,5;;-3.6941188880;40.4598987380
06.38;441145,8400000000;4479349,4300000000;15-12-2051;06  TETUÁN;06-03 CASTILLEJOS;INFANTA MERCEDES, CALLE, DE LA;88;Taxi;Batería;4;10;;-3.6941899350;40.4627323580
 Sin Datos;439491,9100000000;4476722,6000000000;10-06-2051;07  CHAMBERÍ;07-01 GAZTAMBIDE;CEA BERMUDEZ, CALLE, DE;45;Taxi;Línea;2;6,5;;-3.7134465310;40.4389503120
 Sin Datos;440574,4600000000;4475882,7500000000;01-01-2051;07  CHAMBERÍ;07-03 TRAFALGAR;TRAFALGAR, CALLE, DE;9;Taxi;Línea;3;15;EXCEPTO GESTION ADMINISTRATIVA AUTO-TAXI LABORABLES DE 8 A 15 H;-3.7006045410;40.4314623840
 Sin Datos;440660,5205100000;4476526,8400000000;23-10-2051;07  CHAMBERÍ;07-04 ALMAGRO;SANTA ENGRACIA, CALLE, DE;80;Taxi;Línea;6;28,9;EXCEPTO GESTION ADMINISTRATIVAAUTO-TAXI LABORABLES DE 8 A 19 H.;-3.6996502230;40.4372705150
 Sin Datos;440677,4700000000;4476577,7205100000;01-01-2051;07  CHAMBERÍ;07-04 ALMAGRO;PONZANO, CALLE, DE;7;Taxi;Línea;3;12,86;RESERVADO SERVICIO RADIOTAXI;-3.6994551310;40.4377307140
07.02;439887,7400000000;4476694,8700000000;01-01-2051;07  CHAMBERÍ;07-02 ARAPILES;CEA BERMUDEZ, CALLE, DE;15;Taxi;Línea;4;20;;-3.7087769820;40.4387290360
07.03;440402,1100000000;4475663,2400000000;06-09-2051;07  CHAMBERÍ;07-03 TRAFALGAR;FUENCARRAL, CALLE, DE;109;Taxi;Línea;3;15;EXCEPTO SÁBADOS, DOMINGOS Y FESTIVOS DE 9 A 21 H.;-3.7026157950;40.4294729600
07.03;440402,1100000000;4475663,2400000000;06-09-2051;07  CHAMBERÍ;07-03 TRAFALGAR;FUENCARRAL, CALLE, DE;109;Taxi;Línea;3;15;;-3.7026157950;40.4294729600
07.06 a;440943,1600000000;4476511,4700000000;01-01-2051;07  CHAMBERÍ;07-04 ALMAGRO;MODESTO LAFUENTE, CALLE, DE;14;Taxi;Línea;3;15,1;;-3.6963164680;40.4371526000
07.06 b;440944,4300000000;4476532,8900000000;02-03-2051;07  CHAMBERÍ;07-04 ALMAGRO;MODESTO LAFUENTE, CALLE, DE;16 B;Taxi;Línea;4;18,8;De Lunes a Viernes de 8 a 16 h.;-3.6963034040;40.4373458010
07.09;440763,9205100000;4476204,7700000000;01-01-2051;07  CHAMBERÍ;07-04 ALMAGRO;SANTA ENGRACIA, CALLE, DE;54;Taxi;Línea;4;20,99;;-3.6984010030;40.4343769630
07.10 a;441429,8100000000;4476496,1400000000;26-09-2051;07  CHAMBERÍ;07-04 ALMAGRO;CASTELLANA, PASEO, DE LA;51;Taxi;Línea;5;25;;-3.6905775510;40.4370488370
07.10 a;441446,6500000000;4476463,9800000000;01-01-2051;07  CHAMBERÍ;07-04 ALMAGRO;CASTELLANA, PASEO, DE LA;51;Taxi;Línea;8;40,1;;-3.6903760410;40.4367608690
07.12;440324,8205100000;4475911,7900000000;06-09-2051;07  CHAMBERÍ;07-03 TRAFALGAR;FUENCARRAL, CALLE, DE;131;Taxi;Línea;3;16,5;EXCEPTO SÁBADOS, DOMINGOS Y FESTIVOS DE 9 A 21 H.;-3.7035502890;40.4317062350
07.15;440257,6600000000;4476414,7700000000;01-12-2051;07  CHAMBERÍ;07-02 ARAPILES;BRAVO MURILLO, CALLE, DE;27;Taxi;Línea;2;14,61;;-3.7043893290;40.4362322051
07.17;439589,6500000000;4477504,8100000000;01-01-2051;07  CHAMBERÍ;07-06 VALLEHERMOSO;GUZMAN EL BUENO, CALLE, DE;139;Taxi;Línea;5;25;;-3.7123684530;40.4460038810
07.20;439395,5900000000;4477466,8500000000;06-06-2051;07  CHAMBERÍ;07-06 VALLEHERMOSO;REINA VICTORIA, AVENIDA, DE LA;S/N;Taxi;Línea;4;18,4;;-3.7146531230;40.4456475010
07.23 a;440874,0700000000;4477036,2205100000;28-07-2051;07  CHAMBERÍ;07-05 RÍOS ROSAS;RIOS ROSAS, CALLE, DE;45;Taxi;Línea;4;22,22;;-3.6971797430;40.4418749750
07.23 b;440903,3500000000;4477034,1100000000;05-02-2051;07  CHAMBERÍ;07-05 RÍOS ROSAS;RIOS ROSAS, CALLE, DE;49;Taxi;Línea;4;23;;-3.6968344220;40.4418581300
07.24;440250,4000000000;4476181,7000000000;01-01-2051;07  CHAMBERÍ;07-02 ARAPILES;BRAVO MURILLO, CALLE, DE;1;Taxi;Línea;3;15;;-3.7044529840;40.4341327690
07.31;440036,3600000000;4475849,1600000000;13-05-2051;07  CHAMBERÍ;07-02 ARAPILES;CONDE DEL VALLE DE SUCHIL, PLAZA, DEL;14;Taxi;Línea;3;15;;-3.7069449500;40.4311214170
07.32;440872,1600000000;4475881,6100000000;10-04-2051;07  CHAMBERÍ;07-04 ALMAGRO;SANTA ENGRACIA, CALLE, DE;32;Taxi;Línea;5;26,5;;-3.6970948880;40.4314739010
07.33;440165,0400000000;4475703,8100000000;01-11-2051;07  CHAMBERÍ;07-03 TRAFALGAR;RUIZ JIMENEZ, GLORIETA, DE;4;Taxi;Línea;4;22,2;;-3.7054142360;40.4298208600
07.34;439979,5300000000;4475846,8300000000;13-05-2051;07  CHAMBERÍ;07-02 ARAPILES;CONDE DEL VALLE DE SUCHIL, PLAZA, DEL;7;Taxi;Línea;3;16,7;;-3.7076146230;40.4310960350
07.39;441181,7400000000;4475817,4700000000;28-07-2051;07  CHAMBERÍ;07-04 ALMAGRO;ZURBANO, CALLE, DE;36;Taxi;Línea;3;15;;-3.6934394180;40.4309179600
07.40;441204,1600000000;4475914,6100000000;10-11-2051;07  CHAMBERÍ;07-04 ALMAGRO;GENERAL ARRANDO, CALLE, DEL;17;Taxi;Línea;3;17,6;Laborables de Lunes a Jueves de 8.30 a 17.30 h.;-3.6931840500;40.4317945850
07.41;441236,1400000000;4476705,0300000000;18-07-2051;07  CHAMBERÍ;07-05 RÍOS ROSAS;ZURBANO, CALLE, DE;81;Taxi;Línea;2;13;;-3.6928802110;40.4389174250
07.42;441025,9400000000;4476641,2051000000;04-08-2051;07  CHAMBERÍ;07-05 RÍOS ROSAS;JOSE ABASCAL, CALLE, DE;47;Taxi;Línea;2;11,3;;-3.6953524660;40.4383273350
07.43;441350,5500000000;4476722,8700000000;14-12-2051;07  CHAMBERÍ;07-05 RÍOS ROSAS;CASTELLANA, PASEO, DE LA;59;Taxi;Línea;3;15,2;;-3.6915328430;40.4390854730
07.47;440338,6100000000;4477486,5500000000;25-10-2051;07  CHAMBERÍ;07-05 RÍOS ROSAS;SANTA ENGRACIA, CALLE, DE;177;Taxi;Línea;2;10,6;;-3.7035355640;40.4458931280
07.48;441560,6205100000;4475995,0400000000;22-06-2051;07  CHAMBERÍ;07-04 ALMAGRO;CASTELLANA, PASEO, DE LA;33;Taxi;Línea;2;10;;-3.6889891970;40.4325440710
07.50;439444,5500000000;4477294,9100000000;05-02-2051;07  CHAMBERÍ;07-06 VALLEHERMOSO;MAESTRO ÁNGEL LLORCA, CALLE, DEL;8;Taxi;Línea;8;35,6;;-3.7140593670;40.4441026930
07.51;439277,0700000000;4477471,5700000000;05-02-2051;07  CHAMBERÍ;07-06 VALLEHERMOSO;LOMA, CALLE, DE LA;9;Taxi;Línea;1;7;;-3.7160509680;40.4456814780
07.52;439179,8000000000;4477496,9400000000;26-01-2051;07  CHAMBERÍ;07-06 VALLEHERMOSO;GRANJA, CALLE, DE LA;10;Taxi;Línea;3;15;;-3.7172051210;40.4459035560
 Sin Datos;439371,4300000000;4482300,1400000000;10-05-2051;08  FUENCARRAL-EL PARDO;08-07 MIRASIERRA;COLLADO DE CERRO MALEJO, CALLE, DEL;S/N;Taxi;Línea;5;25;;-3.7153997440;40.4891862780
 Sin Datos;440553,4300000000;4482918,2700000000;23-12-2051;08  FUENCARRAL-EL PARDO;08-07 MIRASIERRA;COSTA BRAVA, CALLE, DE LA;S/N;Taxi;Línea;2;12;;-3.7015114760;40.4948394230
 Sin Datos;441384,8400000000;4484590,6500000000;14-12-2051;08  FUENCARRAL-EL PARDO;08-08 EL GOLOSO;MONASTERIO DE SILOS, AVENIDA, DEL;83 B;Taxi;Línea;2;10;;-3.6918557050;40.5099643060
08.02 a;441773,0700000000;4482657,9800000000;01-01-2051;08  FUENCARRAL-EL PARDO;08-06 VALVERDE;ISLAS JARVI, CALLE, DE LAS;2;Taxi;Línea;2;12,7;De lunes a viernes de 8 a 20 h.;-3.6870960300;40.4925819690
08.02 b;441782,5900000000;4482643,5400000000;29-03-2051;08  FUENCARRAL-EL PARDO;08-06 VALVERDE;ISLAS JARVI, CALLE, DE LAS;3;Taxi;Línea;2;9,5;En linea;-3.6869823550;40.4924521370
08.03;441116,6300000000;4482144,9900000000;23-03-2051;08  FUENCARRAL-EL PARDO;08-06 VALVERDE;SAN MODESTO, CALLE, DE;50;Taxi;Línea;21;106,2;;-3.6947940040;40.4879136240
08.04 a;440024,7205100000;4481757,8400000000;01-07-2051;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;GINZO DE LIMIA, CALLE, DE;49;Taxi;Línea;5;23,2;;-3.7076404630;40.4843478780
08.04 b;440048,1600000000;4481737,0700000000;01-07-2051;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;GINZO DE LIMIA, CALLE, DE;S/N;Taxi;Línea;5;24,4;;-3.7073618910;40.4841628700
08.05;439607,0400000000;4480408,1000000000;26-03-2051;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;BETANZOS, AVENIDA, DE;5;Taxi;Línea;3;17;;-3.7124395580;40.4721587740
08.07;441812,9205100000;4481246,5205100000;01-07-2051;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;ARZOBISPO MORCILLO, CALLE, DEL;S/N;Taxi;Línea;6;29,1;;-3.6864963150;40.4798690100
08.08;438630,7800000000;4481334,8500000000;04-01-2051;08  FUENCARRAL-EL PARDO;08-03 PEÑAGRANDE;RAMON GOMEZ DE LA SERNA, CALLE, DE;S/N;Taxi;Línea;4;20;;-3.7240452190;40.4804363530
08.09;440402,6600000000;4480663,3500000000;01-01-2051;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;EL FERROL, AVENIDA, DE;1;Taxi;Línea;6;31,7;;-3.7030786880;40.4745154640
08.10;441183,3900000000;4481571,8000000000;06-02-2051;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;JULIO PALACIOS, CALLE, DE;23;Taxi;Batería;2;6,1;De Lunes a Viernes;-3.6939530170;40.4827555140
08.11;439484,2800000000;4482321,7000000000;17-03-2051;08  FUENCARRAL-EL PARDO;08-07 MIRASIERRA;MASO, CALLE, DE LA;83;Taxi;Línea;4;20,1;;-3.7140704250;40.4893881880
08.13;441588,3100000000;4482516,8300000000;15-12-2051;08  FUENCARRAL-EL PARDO;08-06 VALVERDE;CARDENAL HERRERA ORIA, AVENIDA, DEL;78 C;Taxi;Línea;3;14,2;;-3.6892631860;40.4912968250
08.17;437044,2900000000;4480715,9800000000;01-07-2051;08  FUENCARRAL-EL PARDO;08-02 FUENTELARREINA;ARROYOFRESNO, CALLE, DE;FTE 17;Taxi;Línea;5;25;;-3.7426999800;40.4747418400
08.18;439262,9100000000;4482064,7100000000;18-03-2051;08  FUENCARRAL-EL PARDO;08-07 MIRASIERRA;VENTISQUERO DE LA CONDESA, AVENIDA, DEL;11;Taxi;Línea;2;10;;-3.7166575580;40.4870576250
08.19 a;440211,6600000000;4481167,4000000000;22-01-2051;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;MONFORTE DE LEMOS, AVENIDA, DE;S/N;Taxi;Batería;6;14,4;;-3.7053792280;40.4790427480
08.19 b;440243,4205100000;4481175,9300000000;11-04-2051;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;MONFORTE DE LEMOS, AVENIDA, DE;101;Taxi;Línea;3;14,2;;-3.7050053160;40.4791222170
08.20;439668,8300000000;4481024,3700000000;30-01-2051;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;MONFORTE DE LEMOS, AVENIDA, DE;133;Taxi;Línea;1;5,1;;-3.7117694830;40.4777146890
08.21 a;439223,7800000000;4482822,9800000000;18-03-2051;08  FUENCARRAL-EL PARDO;08-07 MIRASIERRA;VENTISQUERO DE LA CONDESA, AVENIDA, DEL;44;Taxi;Línea;4;21;;-3.7171920710;40.4938853340
08.21 b;439233,6000000000;4482807,5300000000;22-01-2051;08  FUENCARRAL-EL PARDO;08-07 MIRASIERRA;VENTISQUERO DE LA CONDESA, AVENIDA, DEL;44 A;Taxi;Línea;3;14,58;Laborables de Lunes a Viernes de 8 a 20 h.;-3.7170746720;40.4937466210
08.23;441706,0500000000;4482321,7900000000;29-03-2051;08  FUENCARRAL-EL PARDO;08-06 VALVERDE;XAUDARO, CALLE, DE;Fte 1;Taxi;Línea;4;20;;-3.6878559440;40.4895479860
08.24;441151,3700000000;4481969,0205100000;01-07-2051;08  FUENCARRAL-EL PARDO;08-06 VALVERDE;SAN MODESTO, CALLE, DE;S/N;Taxi;Línea;5;25;;-3.6943677810;40.4863313440
08.25;443106,3100000000;4485084,5600000000;25-01-2051;08  FUENCARRAL-EL PARDO;08-06 VALVERDE;ISABEL COLBRAND, CALLE, DE;4;Taxi;Batería;4;21;;-3.6715823960;40.5145335870
08.26;440790,9800000000;4482049,4800000000;10-09-2051;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;SANGENJO, CALLE, DE;35 B;Taxi;Línea;3;10;;-3.6986273210;40.4870306960
08.27;440335,6300000000;4482051,3300000000;22-03-2051;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;ALFREDO MARQUERIE, CALLE, DE;43;Taxi;Línea;2;10,1;;-3.7039959930;40.4866361000
08.28 a;440966,7205100000;4482215,2051000000;18-12-2051;08  FUENCARRAL-EL PARDO;08-06 VALVERDE;SAN MODESTO, CALLE, DE;S/N;Taxi;Línea;9;45,4;;-3.6965693140;40.4885359130
08.28 b;440965,3400000000;4482163,2800000000;18-12-2051;08  FUENCARRAL-EL PARDO;08-06 VALVERDE;SAN MODESTO, CALLE, DE;S/N;Taxi;Línea;14;68,2;De Lunes a Viernes de 8 a 15 h.;-3.6965807730;40.4880684370
08.29;441775,4000000000;4482242,1205100000;15-12-2051;08  FUENCARRAL-EL PARDO;08-06 VALVERDE;VALDEGOVIA, CALLE, DE;10;Taxi;Línea;5;24;;-3.6870303690;40.4888359140
08.30;442730,0100000000;4484873,0100000000;02-01-2051;08  FUENCARRAL-EL PARDO;08-06 VALVERDE;MARIA TUBAU, CALLE, DE;16;Taxi;Batería;4;9;;-3.6760048850;40.5126018600
08.33;441803,2400000000;4481220,8700000000;17-10-2051;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;ARZOBISPO MORCILLO, CALLE, DEL;S/N;Taxi;Línea;7;34,9;;-3.6866080420;40.4796378220
08.34 ;443157,6100000000;4484303,9300000000;07-04-2051;08  FUENCARRAL-EL PARDO;08-06 VALVERDE;CAMINO DE SANTIAGO, AVENIDA, DEL;46;Taxi;Línea;11;77,5;;-3.6709067640;40.5075045410
08.35 a;441787,2800000000;4480915,4800000000;07-04-2051;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;CASTELLANA, PASEO, DE LA;S/N;Taxi;Línea;14;70,7;;-3.6867683550;40.4768856760
08.35 b;441804,2300000000;4480993,8300000000;21-01-2051;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;CASTELLANA, PASEO, DE LA;259;Taxi;Línea;8;40;De lunes a viernes de 9 a 14 h;-3.6865755550;40.4775926490
08.36;442455,7300000000;4484558,1600000000;01-07-2051;08  FUENCARRAL-EL PARDO;08-06 VALVERDE;ISABEL COLBRAND, CALLE, DE;22;Taxi;Línea;7;35;;-3.6792136780;40.5097468680
08.37;441086,5100000000;4484099,9100000000;10-09-2051;08  FUENCARRAL-EL PARDO;08-08 EL GOLOSO;MONASTERIO DE SILOS, AVENIDA, DEL;63;Taxi;Línea;4;20;;-3.6953310950;40.5055222790
08.38;443828,0700000000;4485261,9000000000;02-07-2051;08  FUENCARRAL-EL PARDO;08-06 VALVERDE;COMUNICACION, RONDA, DE LA;S/N;Taxi;Línea;10;49,85;;-3.6630789000;40.5161806110
08.39;443779,0700000000;4484894,0300000000;23-12-2051;08  FUENCARRAL-EL PARDO;08-06 VALVERDE;OBISPO GELMÍREZ, CALLE, DEL;S/N;Taxi;Batería;4;11,9;;-3.6636246420;40.5128630140
08.40;439398,0400000000;4482295,6400000000;01-07-2051;08  FUENCARRAL-EL PARDO;08-07 MIRASIERRA;COLLADO DE CERRO MALEJO, CALLE, DEL;S/N;Taxi;Línea;4;26,9;;-3.7150854770;40.4891476030
08.41;439962,1500000000;4481130,3300000000;06-02-2051;08  FUENCARRAL-EL PARDO;08-04 EL PILAR;MONFORTE DE LEMOS, AVENIDA, DE;34;Taxi;Línea;3;15,1;;-3.7083192460;40.4786913530
08.43;443292,7600000000;4483326,9300000000;05-06-2051;08  FUENCARRAL-EL PARDO;08-06 VALVERDE;QUINTANAVIDES, CALLE, DE;23;Taxi;Línea;5;25;;-3.6692242160;40.4987127320
08.45;440843,1700000000;4484002,4000000000;30-01-2051;08  FUENCARRAL-EL PARDO;08-08 EL GOLOSO;MONASTERIO DE EL ESCORIAL, AVENIDA, DEL;S/N;Taxi;Batería;5;12,5;;-3.6981938790;40.5046269170
08.46;440421,6400000000;4481214,1700000000;07-05-2051;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;MONFORTE DE LEMOS, AVENIDA, DE;85;Taxi;Batería;3;9;De Lunes a Viernes de 8 a 19 h.;-3.7029063990;40.4794795710
08.47;444011,1100000000;4485082,1100000000;27-09-2051;08  FUENCARRAL-EL PARDO;08-06 VALVERDE;COMUNICACION, RONDA, DE LA;S/N;Taxi;Línea;5;25;;-3.6609024050;40.5145726050
08.48;442836,3900000000;4482805,3600000000;19-06-2051;08  FUENCARRAL-EL PARDO;08-06 VALVERDE;FUENCARRAL A HORTALEZA, CARRETERA, DE;8;Taxi;Batería;5;16,1;;-3.6745626930;40.4939832520
08.49;443787,8100000000;4483706,7700000000;28-06-2051;08  FUENCARRAL-EL PARDO;08-06 VALVERDE;ABETAL, CALLE, DEL;8;Taxi;Línea;7;34,9;;-3.6634160280;40.5021681260
08.50 a;443865,5900000000;4483563,4100000000;28-06-2051;08  FUENCARRAL-EL PARDO;08-06 VALVERDE;ABETAL, CALLE, DEL;S/N;Taxi;Línea;7;35;;-3.6624854870;40.5008821230
08.50 b;443883,5205100000;4483530,4300000000;28-06-2051;08  FUENCARRAL-EL PARDO;08-06 VALVERDE;ABETAL, CALLE, DEL;S/N;Taxi;Línea;5;25;;-3.6622709720;40.5005866480
